# ==============================================================================
# This text file contains our raw results.
#
# Authors:
#   Dustin Kut Moy Cheung
#   Didier Landry
# 
# ==============================================================================

learn 0.01
[ddl@King-George csc2515h]$ python train.py
Loading training data from: ../data/train_32x32.mat
Loading training data done!
Greyscaling filter on the images...
Greyscaling filter done!
(73257, 1024)
(73257, 1)
[0 8 1 ..., 0 5 8]
  InputLayer        	(None, 1024)        	produces    1024 outputs
  DenseLayer        	(None, 100)         	produces     100 outputs
  DenseLayer        	(None, 10)          	produces      10 outputs

 Epoch  |  Train loss  |  Valid loss  |  Train / Val  |  Valid acc  |  Dur
    68  |    0.171364  |    0.493719  |     0.347089  |     88.08%  |  200.8s
    69  |    0.166948  |    0.500289  |     0.333704  |     88.04%  |  200.5s
    70  |    0.162483  |    0.503627  |     0.322626  |     87.97%  |  200.7s
    71  |    0.158191  |    0.510932  |     0.309612  |     87.96%  |  200.5s
    72  |    0.153898  |    0.516698  |     0.297850  |     87.92%  |  200.7s
    73  |    0.149485  |    0.525088  |     0.284686  |     87.78%  |  200.5s
    74  |    0.145141  |    0.530097  |     0.273801  |     87.81%  |  205.8s
    75  |    0.140965  |    0.538575  |     0.261737  |     87.81%  |  201.0s
    76  |    0.137085  |    0.544955  |     0.251554  |     87.78%  |  200.7s
    77  |    0.132880  |    0.551452  |     0.240964  |     87.80%  |  201.0s
    78  |    0.128643  |    0.557249  |     0.230854  |     87.84%  |  200.6s
    79  |    0.124374  |    0.564861  |     0.220186  |     87.82%  |  200.8s
    80  |    0.120355  |    0.573239  |     0.209957  |     87.83%  |  200.6s
    81  |    0.116392  |    0.577501  |     0.201544  |     87.91%  |  201.0s
    82  |    0.112714  |    0.583968  |     0.193014  |     87.81%  |  200.5s
    83  |    0.108767  |    0.594688  |     0.182897  |     87.80%  |  200.8s
    84  |    0.105170  |    0.598061  |     0.175853  |     87.82%  |  200.8s
    85  |    0.101481  |    0.607248  |     0.167116  |     87.70%  |  200.9s
    86  |    0.097685  |    0.615413  |     0.158731  |     87.76%  |  200.9s
    87  |    0.094247  |    0.621826  |     0.151565  |     87.72%  |  200.9s
    88  |    0.090603  |    0.628950  |     0.144055  |     87.78%  |  200.6s
    89  |    0.087141  |    0.641841  |     0.135767  |     87.70%  |  201.2s
    90  |    0.083411  |    0.650347  |     0.128256  |     87.74%  |  200.6s
    91  |    0.081189  |    0.655673  |     0.123826  |     87.71%  |  200.7s
    92  |    0.077779  |    0.677826  |     0.114748  |     87.53%  |  200.9s
    93  |    0.073876  |    0.674298  |     0.109560  |     87.67%  |  200.8s
    94  |    0.070940  |    0.685363  |     0.103508  |     87.70%  |  200.8s
    95  |    0.138594  |    1.400474  |     0.098962  |     75.42%  |  200.4s
    96  |    0.098788  |    0.677520  |     0.145809  |     87.96%  |  200.4s
    97  |    0.070103  |    0.688391  |     0.101835  |     87.93%  |  200.5s
    98  |    0.064364  |    0.699869  |     0.091966  |     87.94%  |  200.7s
    99  |    0.058891  |    0.709627  |     0.082989  |     87.76%  |  200.6s
   100  |    0.055700  |    0.722001  |     0.077146  |     87.68%  |  200.8s

no hidden layer, learn: 0.035
   [ddl@King-George csc2515h]$ python train_conv.py
Loading training data from: ../data/train_32x32.mat
Loading training data done!
(73257, 3, 32, 32)
Greyscaling filter on the images...
Greyscaling filter done!
(73257, 1, 32, 32)
(73257, 1)
  InputLayer            (None, 1, 32, 32)       produces    1024 outputs
  Conv2DLayer           (None, 8, 29, 29)       produces    6728 outputs
  MaxPool2DLayer        (None, 8, 15, 15)       produces    1800 outputs
  Conv2DLayer           (None, 16, 13, 13)      produces    2704 outputs
  MaxPool2DLayer        (None, 16, 7, 7)        produces     784 outputs
  DenseLayer            (None, 10)              produces      10 outputs

 Epoch  |  Train loss  |  Valid loss  |  Train / Val  |  Valid acc  |  Dur
--------|--------------|--------------|---------------|-------------|-------
     1  |    2.238120  |    2.233890  |     1.001893  |     18.84%  |  140.9s
     2  |    2.215540  |    2.168918  |     1.021496  |     21.58%  |  145.6s
     3  |    1.886463  |    1.480221  |     1.274446  |     54.99%  |  150.0s
     4  |    1.132127  |    1.027481  |     1.101848  |     68.16%  |  165.9s
     5  |    0.843947  |    0.890982  |     0.947209  |     72.84%  |  159.4s
     6  |    0.751043  |    0.833228  |     0.901365  |     74.83%  |  150.0s
     7  |    0.699093  |    0.783915  |     0.891798  |     76.60%  |  150.4s
     8  |    0.664549  |    0.750636  |     0.885313  |     77.95%  |  157.5s
     9  |    0.639078  |    0.713261  |     0.895995  |     79.15%  |  161.8s
    10  |    0.619041  |    0.699494  |     0.884985  |     79.65%  |  178.8s
    11  |    0.602377  |    0.683216  |     0.881679  |     80.26%  |  164.2s
    12  |    0.587564  |    0.669614  |     0.877467  |     80.78%  |  162.5s
    13  |    0.574477  |    0.654435  |     0.877821  |     81.26%  |  161.9s
    14  |    0.562663  |    0.641198  |     0.877518  |     81.76%  |  168.3s
    15  |    0.552319  |    0.627851  |     0.879697  |     82.32%  |  186.0s
    16  |    0.543126  |    0.618670  |     0.877893  |     82.61%  |  187.0s
    17  |    0.534809  |    0.606365  |     0.881992  |     83.04%  |  187.1s
    18  |    0.527318  |    0.597123  |     0.883098  |     83.33%  |  185.0s
    19  |    0.520428  |    0.591577  |     0.879731  |     83.61%  |  184.1s
    20  |    0.514187  |    0.586296  |     0.877010  |     83.69%  |  185.9s
    21  |    0.508502  |    0.578672  |     0.878739  |     83.81%  |  183.5s
    22  |    0.503257  |    0.572073  |     0.879707  |     84.10%  |  182.7s
    23  |    0.498369  |    0.567890  |     0.877580  |     84.38%  |  181.1s
    24  |    0.493725  |    0.560407  |     0.881011  |     84.64%  |  181.2s
    25  |    0.489376  |    0.556943  |     0.878683  |     84.74%  |  181.7s
    26  |    0.485267  |    0.553783  |     0.876277  |     84.81%  |  180.9s
    27  |    0.481543  |    0.551029  |     0.873898  |     84.83%  |  181.9s
    28  |    0.477927  |    0.547923  |     0.872251  |     85.00%  |  179.5s
    29  |    0.474696  |    0.545558  |     0.870112  |     85.04%  |  181.1s
    30  |    0.471601  |    0.544277  |     0.866471  |     85.06%  |  183.7s
    31  |    0.468548  |    0.541261  |     0.865660  |     85.15%  |  180.5s
    32  |    0.465767  |    0.539596  |     0.863176  |     85.19%  |  181.2s
    33  |    0.463019  |    0.535831  |     0.864115  |     85.31%  |  182.4s
    34  |    0.460452  |    0.536255  |     0.858644  |     85.31%  |  179.4s
    35  |    0.458014  |    0.533414  |     0.858645  |     85.45%  |  179.9s
    36  |    0.455681  |    0.531340  |     0.857607  |     85.49%  |  178.9s
    37  |    0.453422  |    0.530431  |     0.854819  |     85.57%  |  179.2s
    38  |    0.451202  |    0.528787  |     0.853278  |     85.64%  |  179.1s
    39  |    0.449070  |    0.527021  |     0.852091  |     85.67%  |  179.9s
    40  |    0.447063  |    0.526921  |     0.848445  |     85.66%  |  180.2s
    41  |    0.445072  |    0.525508  |     0.846937  |     85.73%  |  180.3s
    42  |    0.443177  |    0.525242  |     0.843757  |     85.77%  |  179.5s
    43  |    0.441356  |    0.523650  |     0.842846  |     85.83%  |  180.1s
    44  |    0.439503  |    0.523173  |     0.840072  |     85.83%  |  178.2s
    45  |    0.437822  |    0.522429  |     0.838051  |     85.87%  |  180.0s
    46  |    0.436132  |    0.522447  |     0.834788  |     85.89%  |  179.5s
    47  |    0.434545  |    0.521027  |     0.834017  |     85.93%  |  178.1s
    48  |    0.432949  |    0.520846  |     0.831241  |     85.92%  |  179.5s
    49  |    0.431476  |    0.520070  |     0.829650  |     85.95%  |  178.6s
    50  |    0.430007  |    0.518854  |     0.828764  |     86.06%  |  180.2s

no "regular" layer:
    [ddl@King-George csc2515h]$ python train_conv.py
Loading training data from: ../data/train_32x32.mat
Loading training data done!
(73257, 3, 32, 32)
Greyscaling filter on the images...
Greyscaling filter done!
(73257, 1, 32, 32)
(73257, 1)
  InputLayer            (None, 1, 32, 32)       produces    1024 outputs
  Conv2DLayer           (None, 8, 29, 29)       produces    6728 outputs
  MaxPool2DLayer        (None, 8, 15, 15)       produces    1800 outputs
  Conv2DLayer           (None, 16, 13, 13)      produces    2704 outputs
  MaxPool2DLayer        (None, 16, 7, 7)        produces     784 outputs
  DenseLayer            (None, 10)              produces      10 outputs

 Epoch  |  Train loss  |  Valid loss  |  Train / Val  |  Valid acc  |  Dur
--------|--------------|--------------|---------------|-------------|-------
     1  |    2.240030  |    2.237151  |     1.001287  |     18.84%  |  138.2s
     2  |    2.230958  |    2.221830  |     1.004108  |     18.88%  |  138.2s
     3  |    2.141491  |    1.932945  |     1.107891  |     33.15%  |  143.6s
     4  |    1.418694  |    1.105482  |     1.283327  |     67.95%  |  141.7s
     5  |    0.927590  |    0.857041  |     1.082316  |     74.83%  |  143.7s
     6  |    0.776128  |    0.815851  |     0.951310  |     76.01%  |  144.2s
     7  |    0.710442  |    0.788287  |     0.901248  |     77.09%  |  149.5s
     8  |    0.672733  |    0.752570  |     0.893915  |     78.22%  |  153.5s
     9  |    0.647541  |    0.735215  |     0.880751  |     78.86%  |  141.2s
    10  |    0.628625  |    0.725375  |     0.866620  |     79.28%  |  137.5s
    11  |    0.613958  |    0.699995  |     0.877089  |     80.26%  |  136.7s
    12  |    0.601567  |    0.684183  |     0.879248  |     80.81%  |  136.6s
    13  |    0.590451  |    0.665628  |     0.887059  |     81.29%  |  136.4s
    14  |    0.580861  |    0.648393  |     0.895847  |     81.87%  |  135.9s
    15  |    0.571708  |    0.638751  |     0.895040  |     82.27%  |  134.0s
    16  |    0.563406  |    0.634990  |     0.887267  |     82.44%  |  134.7s
    17  |    0.555448  |    0.622627  |     0.892104  |     82.74%  |  136.1s
    18  |    0.548072  |    0.608080  |     0.901315  |     83.12%  |  135.0s
    19  |    0.541401  |    0.601480  |     0.900115  |     83.27%  |  135.2s
    20  |    0.535205  |    0.599585  |     0.892626  |     83.47%  |  135.0s
    21  |    0.529416  |    0.599564  |     0.883001  |     83.43%  |  134.6s
    22  |    0.524185  |    0.594140  |     0.882259  |     83.59%  |  135.0s
    23  |    0.519225  |    0.588249  |     0.882662  |     83.81%  |  134.6s
    24  |    0.514869  |    0.585826  |     0.878876  |     83.88%  |  134.9s
    25  |    0.510662  |    0.585470  |     0.872225  |     83.86%  |  135.1s
    26  |    0.506793  |    0.581473  |     0.871567  |     83.94%  |  135.2s
    27  |    0.503037  |    0.576919  |     0.871937  |     84.04%  |  135.0s
    28  |    0.499630  |    0.573549  |     0.871120  |     84.19%  |  135.0s
    29  |    0.496429  |    0.568966  |     0.872511  |     84.36%  |  135.4s
    30  |    0.493528  |    0.563572  |     0.875714  |     84.47%  |  134.5s
    31  |    0.490527  |    0.563093  |     0.871131  |     84.52%  |  134.6s
    32  |    0.487872  |    0.561318  |     0.869154  |     84.57%  |  134.7s
    33  |    0.485267  |    0.559537  |     0.867265  |     84.77%  |  134.9s
    34  |    0.482708  |    0.558564  |     0.864195  |     84.74%  |  134.6s
    35  |    0.480361  |    0.557548  |     0.861560  |     84.79%  |  135.3s
    36  |    0.478090  |    0.557547  |     0.857488  |     84.80%  |  134.7s
    37  |    0.475938  |    0.556247  |     0.855623  |     84.82%  |  134.5s
    38  |    0.473862  |    0.554139  |     0.855133  |     84.95%  |  134.5s
    39  |    0.471998  |    0.556650  |     0.847925  |     84.88%  |  135.0s
    40  |    0.470165  |    0.553864  |     0.848882  |     84.94%  |  148.1s
    41  |    0.468368  |    0.551004  |     0.850027  |     85.04%  |  148.1s
    42  |    0.466617  |    0.550320  |     0.847902  |     85.12%  |  154.0s
    43  |    0.464981  |    0.549611  |     0.846019  |     85.15%  |  139.1s
    44  |    0.463438  |    0.549235  |     0.843789  |     85.17%  |  135.6s
    45  |    0.462066  |    0.549672  |     0.840621  |     85.10%  |  135.1s
    46  |    0.460574  |    0.547937  |     0.840560  |     85.12%  |  135.5s
    47  |    0.459164  |    0.549816  |     0.835123  |     85.08%  |  135.3s
    48  |    0.457781  |    0.549202  |     0.833539  |     85.06%  |  134.7s
    49  |    0.456452  |    0.547189  |     0.834176  |     85.17%  |  134.4s
    50  |    0.455128  |    0.546321  |     0.833078  |     85.15%  |  135.4s
    51  |    0.453945  |    0.546347  |     0.830873  |     85.16%  |  134.9s
    52  |    0.452664  |    0.544325  |     0.831607  |     85.21%  |  135.1s
    53  |    0.451434  |    0.546363  |     0.826253  |     85.12%  |  135.1s
    54  |    0.450376  |    0.544675  |     0.826871  |     85.09%  |  134.8s
    55  |    0.449177  |    0.543548  |     0.826380  |     85.19%  |  135.1s
    56  |    0.448114  |    0.544332  |     0.823237  |     85.17%  |  135.7s
    57  |    0.447029  |    0.544333  |     0.821241  |     85.12%  |  134.6s
    58  |    0.445937  |    0.544850  |     0.818458  |     85.13%  |  134.9s
    59  |    0.444918  |    0.544015  |     0.817841  |     85.10%  |  135.0s
    60  |    0.443880  |    0.543235  |     0.817105  |     85.17%  |  134.8s
    61  |    0.442859  |    0.543443  |     0.814915  |     85.24%  |  135.0s
    62  |    0.441838  |    0.544160  |     0.811963  |     85.14%  |  134.9s
    63  |    0.440911  |    0.542897  |     0.812145  |     85.22%  |  134.7s
    64  |    0.439884  |    0.542260  |     0.811204  |     85.26%  |  135.8s
    65  |    0.438946  |    0.542100  |     0.809713  |     85.21%  |  135.0s
    66  |    0.437955  |    0.542525  |     0.807253  |     85.24%  |  134.7s
    67  |    0.436955  |    0.542144  |     0.805976  |     85.26%  |  134.4s
    68  |    0.436045  |    0.540492  |     0.806756  |     85.34%  |  134.8s
    69  |    0.435040  |    0.541553  |     0.803320  |     85.20%  |  134.6s
    70  |    0.434192  |    0.540528  |     0.803273  |     85.35%  |  134.6s
    71  |    0.433321  |    0.539385  |     0.803361  |     85.35%  |  134.9s
    72  |    0.432376  |    0.540991  |     0.799229  |     85.28%  |  141.8s

filter 16:24
      Conv2DLayer           (None, 16, 28, 28)      produces   12544 outputs
  MaxPool2DLayer        (None, 16, 14, 14)      produces    3136 outputs
  Conv2DLayer           (None, 24, 11, 11)      produces    2904 outputs
  MaxPool2DLayer        (None, 24, 6, 6)        produces     864 outputs
  DenseLayer            (None, 300)             produces     300 outputs
  DenseLayer            (None, 10)              produces      10 outputs

 Epoch  |  Train loss  |  Valid loss  |  Train / Val  |  Valid acc  |  Dur
--------|--------------|--------------|---------------|-------------|-------
     1  |    2.223415  |    2.119251  |     1.049151  |     24.18%  |  270.7s
     2  |    1.579806  |    1.027226  |     1.537934  |     67.86%  |  271.5s
     3  |    0.793780  |    0.739480  |     1.073430  |     77.94%  |  271.7s
     4  |    0.572604  |    0.570421  |     1.003828  |     83.54%  |  271.8s
     5  |    0.485009  |    0.504160  |     0.962014  |     85.62%  |  272.2s
     6  |    0.430513  |    0.455791  |     0.944540  |     87.10%  |  272.3s
     7  |    0.390152  |    0.429837  |     0.907676  |     87.93%  |  272.5s
     8  |    0.357318  |    0.412019  |     0.867237  |     88.35%  |  272.7s
     9  |    0.329404  |    0.401481  |     0.820471  |     88.74%  |  272.7s
    10  |    0.304623  |    0.394165  |     0.772830  |     89.02%  |  272.7s
    11  |    0.282718  |    0.392214  |     0.720827  |     89.11%  |  272.6s
    12  |    0.262175  |    0.392682  |     0.667652  |     89.26%  |  272.6s
    13  |    0.243643  |    0.395384  |     0.616219  |     89.33%  |  272.7s
    14  |    0.225715  |    0.396966  |     0.568600  |     89.45%  |  272.4s
    15  |    0.209282  |    0.401908  |     0.520720  |     89.43%  |  272.5s
    16  |    0.193315  |    0.410350  |     0.471099  |     89.35%  |  272.6s
    17  |    0.178307  |    0.421367  |     0.423164  |     89.18%  |  272.5s
    18  |    0.164070  |    0.431874  |     0.379903  |     89.18%  |  272.7s
    19  |    0.150342  |    0.446280  |     0.336878  |     89.03%  |  272.9s
    20  |    0.137605  |    0.462605  |     0.297457  |     88.94%  |  273.1s
    21  |    0.125217  |    0.481014  |     0.260318  |     88.85%  |  273.0s
    22  |    0.113981  |    0.499865  |     0.228023  |     88.71%  |  273.0s
    23  |    0.103303  |    0.519558  |     0.198829  |     88.67%  |  272.8s
    24  |    0.096434  |    0.566139  |     0.170336  |     88.15%  |  272.8s
    25  |    0.100850  |    0.545072  |     0.185021  |     88.27%  |  272.8s
    26  |    0.102950  |    0.550285  |     0.187086  |     88.84%  |  272.9s
    27  |    0.079137  |    0.572535  |     0.138222  |     88.67%  |  273.0s
    28  |    0.065771  |    0.607068  |     0.108342  |     88.29%  |  272.7s
    29  |    0.056249  |    0.621917  |     0.090445  |     88.58%  |  272.9s
    30  |    0.047385  |    0.640971  |     0.073927  |     88.44%  |  273.0s

filter: 24, 32,
    ubuntu@ip-10-0-0-236:~/csc2515h$ python train_conv.py
Loading training data from: data/train_32x32.mat
Loading training data done!
(73257, 3, 32, 32)
Greyscaling filter on the images...
Greyscaling filter done!
(73257, 1, 32, 32)
(73257, 1)
[0 8 1 ..., 0 5 8]
  InputLayer            (None, 1, 32, 32)       produces    1024 outputs
  Conv2DLayer           (None, 24, 28, 28)      produces   18816 outputs
  MaxPool2DLayer        (None, 24, 14, 14)      produces    4704 outputs
  Conv2DLayer           (None, 32, 11, 11)      produces    3872 outputs
  MaxPool2DLayer        (None, 32, 6, 6)        produces    1152 outputs
  DenseLayer            (None, 300)             produces     300 outputs
  DenseLayer            (None, 10)              produces      10 outputs

 Epoch  |  Train loss  |  Valid loss  |  Train / Val  |  Valid acc  |  Dur
--------|--------------|--------------|---------------|-------------|-------
     1  |    2.074922  |    1.389122  |     1.493692  |     59.32%  |  478.7s
     2  |    0.875080  |    0.810598  |     1.079549  |     76.35%  |  478.6s
     3  |    0.581215  |    0.579719  |     1.002580  |     83.26%  |  478.7s
     4  |    0.490005  |    0.491518  |     0.996922  |     85.79%  |  478.6s
     5  |    0.433010  |    0.444041  |     0.975159  |     87.27%  |  478.8s
     6  |    0.390525  |    0.419431  |     0.931082  |     88.03%  |  479.0s
     7  |    0.356508  |    0.405881  |     0.878356  |     88.40%  |  479.0s
     8  |    0.326953  |    0.397172  |     0.823202  |     88.65%  |  478.7s
     9  |    0.301649  |    0.391536  |     0.770426  |     89.03%  |  478.9s
    10  |    0.278729  |    0.387358  |     0.719563  |     89.28%  |  479.3s
    11  |    0.257912  |    0.389788  |     0.661673  |     89.37%  |  479.0s
    12  |    0.238003  |    0.391664  |     0.607672  |     89.49%  |  478.7s
    13  |    0.219418  |    0.397895  |     0.551448  |     89.41%  |  479.1s
    14  |    0.202150  |    0.406376  |     0.497446  |     89.44%  |  479.2s
    15  |    0.186027  |    0.411207  |     0.452394  |     89.54%  |  479.2s
    16  |    0.170744  |    0.419077  |     0.407429  |     89.54%  |  479.1s
    17  |    0.155934  |    0.432903  |     0.360206  |     89.54%  |  479.4s
    18  |    0.141650  |    0.442630  |     0.320018  |     89.57%  |  479.6s
    19  |    0.128729  |    0.459860  |     0.279930  |     89.50%  |  479.5s
    20  |    0.115685  |    0.479529  |     0.241248  |     89.37%  |  479.5s

    filter 24,48
    [ddl@King-George csc2515h]$ python train_conv.py
Loading training data from: ../data/train_32x32.mat
Loading training data done!
(73257, 3, 32, 32)
Greyscaling filter on the images...
Greyscaling filter done!
(73257, 1, 32, 32)
(73257, 1)
  InputLayer            (None, 1, 32, 32)       produces    1024 outputs
  Conv2DLayer           (None, 24, 29, 29)      produces   20184 outputs
  MaxPool2DLayer        (None, 24, 15, 15)      produces    5400 outputs
  Conv2DLayer           (None, 48, 13, 13)      produces    8112 outputs
  MaxPool2DLayer        (None, 48, 7, 7)        produces    2352 outputs
  DenseLayer            (None, 10)              produces      10 outputs

 Epoch  |  Train loss  |  Valid loss  |  Train / Val  |  Valid acc  |  Dur
--------|--------------|--------------|---------------|-------------|-------
     1  |    2.224323  |    2.167696  |     1.026123  |     20.26%  |  817.1s
     2  |    1.644423  |    1.156712  |     1.421635  |     64.72%  |  816.8s
     3  |    0.842763  |    0.868303  |     0.970586  |     74.14%  |  814.9s
     4  |    0.656151  |    0.752552  |     0.871901  |     78.37%  |  831.9s
     5  |    0.594794  |    0.689495  |     0.862652  |     80.55%  |  822.0s
     6  |    0.559674  |    0.643172  |     0.870178  |     81.81%  |  817.5s
     7  |    0.534468  |    0.600619  |     0.889861  |     83.16%  |  823.3s
     8  |    0.514295  |    0.575268  |     0.894008  |     83.86%  |  827.9s
     9  |    0.497429  |    0.553391  |     0.898874  |     84.74%  |  836.7s
    10  |    0.482765  |    0.533178  |     0.905447  |     85.35%  |  847.3s
    11  |    0.469351  |    0.519501  |     0.903465  |     85.74%  |  842.9s
    12  |    0.457428  |    0.511014  |     0.895137  |     86.01%  |  844.3s
    13  |    0.446227  |    0.502085  |     0.888748  |     86.25%  |  846.8s
    14  |    0.435974  |    0.494922  |     0.880895  |     86.53%  |  849.1s
    15  |    0.426528  |    0.489746  |     0.870916  |     86.70%  |  851.3s
    16  |    0.417471  |    0.484363  |     0.861897  |     86.85%  |  858.0s
    17  |    0.409134  |    0.478570  |     0.854909  |     86.97%  |  859.9s
    18  |    0.401160  |    0.473961  |     0.846399  |     87.15%  |  862.3s
    19  |    0.393555  |    0.470514  |     0.836436  |     87.18%  |  868.0s
    20  |    0.386404  |    0.467427  |     0.826663  |     87.28%  |  870.2s
    21  |    0.379482  |    0.463958  |     0.817923  |     87.38%  |  873.8s
    22  |    0.373005  |    0.461708  |     0.807883  |     87.38%  |  876.5s
    23  |    0.366766  |    0.459427  |     0.798311  |     87.46%  |  882.2s
    24  |    0.360596  |    0.457812  |     0.787650  |     87.58%  |  882.3s
    25  |    0.354886  |    0.456997  |     0.776560  |     87.58%  |  888.2s
    26  |    0.349488  |    0.455198  |     0.767772  |     87.59%  |  890.7s
    27  |    0.344120  |    0.454444  |     0.757232  |     87.66%  |  892.2s
    28  |    0.339060  |    0.453003  |     0.748470  |     87.72%  |  893.2s
    29  |    0.333963  |    0.452939  |     0.737324  |     87.74%  |  893.3s
    30  |    0.329223  |    0.453079  |     0.726636  |     87.75%  |  897.5s
    31  |    0.324592  |    0.453304  |     0.716059  |     87.73%  |  904.0s
    32  |    0.320189  |    0.453336  |     0.706295  |     87.77%  |  905.8s
    33  |    0.315842  |    0.454255  |     0.695296  |     87.74%  |  911.9s
    34  |    0.311779  |    0.455209  |     0.684914  |     87.78%  |  915.4s
    35  |    0.307895  |    0.456457  |     0.674532  |     87.80%  |  917.1s
    36  |    0.304022  |    0.457952  |     0.663873  |     87.74%  |  923.8s
    
Data set augmented by 25k and all extras.
Loading training data from: data/train_32x32_augmented_extras.mat
Loading training data done!
(629388, 3, 32, 32)
Greyscaling filter on the images...
Greyscaling filter done!
(629388, 1, 32, 32)
(629388, 1)
[3 6 7 ..., 2 1 7]
  InputLayer            (None, 1, 32, 32)       produces    1024 outputs
  Conv2DLayer           (None, 24, 28, 28)      produces   18816 outputs
  MaxPool2DLayer        (None, 24, 14, 14)      produces    4704 outputs
  Conv2DLayer           (None, 32, 11, 11)      produces    3872 outputs
  MaxPool2DLayer        (None, 32, 6, 6)        produces    1152 outputs
  DenseLayer            (None, 300)             produces     300 outputs
  DenseLayer            (None, 10)              produces      10 outputs
     1  |    0.547748  |    0.239733  |     2.284820  |     93.26%  |  4125.8s
     2  |    0.222773  |    0.181112  |     1.230032  |     94.93%  |  4127.8s
     3  |    0.181857  |    0.158479  |     1.147563  |     95.67%  |  4128.2s
     4  |    0.158482  |    0.147108  |     1.077316  |     96.09%  |  4131.5s
     5  |    0.141880  |    0.143844  |     0.986346  |     96.21%  |  4131.7s
     6  |    0.128970  |    0.141689  |     0.910237  |     96.27%  |  4132.1s
     7  |    0.118335  |    0.141574  |     0.835854  |     96.34%  |  4130.0s
     8  |    0.109046  |    0.140853  |     0.774180  |     96.43%  |  4128.3s
     9  |    0.100714  |    0.142696  |     0.705799  |     96.44%  |  4130.0s
    10  |    0.093256  |    0.145411  |     0.641324  |     96.49%  |  4131.8s

Only augmented.... :-(
ubuntu@ip-10-0-0-236:~/csc2515h$ python train_conv_aug.py
Loading training data from: data/train_32x32_augmented.mat
Loading training data done!
(98257, 3, 32, 32)
Greyscaling filter on the images...
Greyscaling filter done!
(98257, 1, 32, 32)
(98257, 1)
[4 0 0 ..., 2 1 7]
  InputLayer            (None, 1, 32, 32)       produces    1024 outputs
  Conv2DLayer           (None, 24, 28, 28)      produces   18816 outputs
  MaxPool2DLayer        (None, 24, 14, 14)      produces    4704 outputs
  Conv2DLayer           (None, 32, 11, 11)      produces    3872 outputs
  MaxPool2DLayer        (None, 32, 6, 6)        produces    1152 outputs
  DenseLayer            (None, 300)             produces     300 outputs
  DenseLayer            (None, 10)              produces      10 outputs

 Epoch  |  Train loss  |  Valid loss  |  Train / Val  |  Valid acc  |  Dur
--------|--------------|--------------|---------------|-------------|-------
     1  |    2.127522  |    2.051221  |     1.037198  |     28.74%  |  642.0s
     2  |    1.018119  |    1.794036  |     0.567502  |     51.71%  |  636.3s
     3  |    0.649528  |    0.795997  |     0.815993  |     76.20%  |  643.2s
     4  |    0.532543  |    0.658973  |     0.808141  |     80.74%  |  636.5s
     5  |    0.466353  |    0.586975  |     0.794502  |     83.19%  |  643.7s
     6  |    0.418959  |    0.524512  |     0.798760  |     84.90%  |  643.5s
^[[B^[[B^[[B^[[B     7  |    0.381174  |    0.495268  |     0.769632  |     85.83%  |  643.3s
     8  |    0.350069  |    0.490853  |     0.713184  |     86.20%  |  643.3s
     9  |    0.322300  |    0.460657  |     0.699651  |     87.06%  |  643.6s
    10  |    0.297940  |    0.449126  |     0.663376  |     87.51%  |  643.6s
    11  |    0.275972  |    0.446425  |     0.618181  |     87.75%  |  643.4s
    12  |    0.255008  |    0.448357  |     0.568761  |     87.83%  |  643.7s
    13  |    0.235726  |    0.451030  |     0.522639  |     88.00%  |  643.5s
    14  |    0.217436  |    0.459524  |     0.473176  |     87.98%  |  644.5s

Added 100k extras...
    ubuntu@ip-10-0-0-137:~/csc2515h$ python train_conv_aug.py
Loading training data from: data/train_32x32_extr_100k.mat
Loading training data done!
(100000, 3, 32, 32)
Greyscaling filter on the images...
Greyscaling filter done!
(100000, 1, 32, 32)
(100000, 1)
[3 6 7 ..., 0 5 8]
  InputLayer            (None, 1, 32, 32)       produces    1024 outputs
  Conv2DLayer           (None, 24, 28, 28)      produces   18816 outputs
  MaxPool2DLayer        (None, 24, 14, 14)      produces    4704 outputs
  Conv2DLayer           (None, 32, 11, 11)      produces    3872 outputs
  MaxPool2DLayer        (None, 32, 6, 6)        produces    1152 outputs
  DenseLayer            (None, 300)             produces     300 outputs
  DenseLayer            (None, 10)              produces      10 outputs

 Epoch  |  Train loss  |  Valid loss  |  Train / Val  |  Valid acc  |  Dur
--------|--------------|--------------|---------------|-------------|-------
     1  |    2.091760  |    1.260622  |     1.659308  |     60.73%  |  657.9s
     2  |    0.808725  |    0.475241  |     1.701717  |     86.41%  |  658.9s
     3  |    0.515508  |    0.336642  |     1.531322  |     90.69%  |  659.0s
     4  |    0.428439  |    0.288009  |     1.487587  |     92.02%  |  659.3s
     5  |    0.375699  |    0.263372  |     1.426499  |     92.67%  |  659.6s
     6  |    0.337721  |    0.251000  |     1.345501  |     93.06%  |  661.1s
     7  |    0.307809  |    0.242367  |     1.270011  |     93.42%  |  660.7s
     8  |    0.282504  |    0.238487  |     1.184571  |     93.46%  |  660.7s
     9  |    0.260344  |    0.233274  |     1.116044  |     93.68%  |  661.0s
    10  |    0.240140  |    0.232395  |     1.033327  |     93.74%  |  660.9s

Added 200k extras
ubuntu@ip-10-0-0-138:~/csc2515h$ python train_conv_aug.py
Loading training data from: data/train_32x32_extr_200k.mat
Loading training data done!
(200000, 3, 32, 32)
Greyscaling filter on the images...
Greyscaling filter done!
(200000, 1, 32, 32)
(200000, 1)
[3 6 7 ..., 0 5 8]
